1.5	  8.08686    	 0.907087    	  15.6039    	  21.6449    	  32.1704    	  6.95779    	 -5.03143    	 -3.08599    	 -15.8419    	 -10.7196    	  1.45492    	  23.5730    	  39.1707    	  46.9924    	  35.7595    	  37.9790    	  30.5699    	  29.2410    	  25.7526    	  34.6573    	  64.5236    	  31.3699    	  12.6600    	-0.537170    	 -12.0110    	 -8.54354    	  8.31283    
1.0	  29.1929    	  6.31352    	  10.0275    	  28.7094    	  35.8040    	  13.6183    	 -4.30604    	 -11.3370    	 -30.4301    	 -28.1755    	 -3.01216    	  18.3656    	  34.7246    	  48.5950    	  40.7824    	  47.2671    	  47.4946    	  49.7090    	  35.7121    	  36.0009    	  34.3738    	  12.6505    	  37.2575    	  2.20143    	 -8.93086    	  6.51014    	  42.0670    
0.5	  22.5098    	  14.4055    	  16.4811    	  19.8583    	  20.3955    	  11.4839    	 -15.2965    	 -18.4979    	 -27.8006    	 -27.7879    	  1.35921    	  27.5367    	  30.2012    	  27.8494    	  37.7413    	  51.7121    	  51.2914    	  55.5022    	  64.2597    	  73.3156    	  41.2429    	  16.1802    	  17.7876    	 0.581680    	  13.5149    	  18.6553    	  40.0135    
0.0	  3.60189    	  2.44570    	  5.39439    	  11.3323    	  5.26484    	  2.67025    	 -11.2517    	 -24.7153    	 -18.7130    	 -5.45392    	  16.3785    	  39.2521    	  47.1054    	  46.2269    	  56.1635    	  45.6198    	  54.5852    	  68.3605    	  69.6479    	  78.1354    	  51.9916    	  32.5899    	  26.2183    	  30.0854    	  41.6317    	  23.1270    	  40.2074    
cpt:field=aprod, cpt:T=1701-01, cpt:nrow=27, cpt:ncol=27, cpt:row=Y, cpt:col=X, cpt:units=mm, cf:standard_name=lwe_precipitation_rate, cpt:missing=-999
	-73.0	-72.5	-72.0	-71.5	-71.0	-70.5	-70.0	-69.5	-69.0	-68.5	-68.0	-67.5	-67.0	-66.5	-66.0	-65.5	-65.0	-64.5	-64.0	-63.5	-63.0	-62.5	-62.0	-61.5	-61.0	-60.5	-60.0
13.0	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    
12.5	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  17.5398    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    
12.0	 -999.000    	 -999.000    	  2.79817    	 0.236588    	 -999.000    	 -999.000    	  3.69198    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    
11.5	  7.59570    	  5.79448    	  6.45021    	 -999.000    	 -999.000    	 -999.000    	 0.920689    	  3.59242    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    
11.0	  9.92798    	  12.8155    	  10.4959    	 -999.000    	  4.03222    	  2.98271    	  2.25917    	 -1.27309    	 -5.23998    	 -4.25736    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -3.96610    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    
10.5	  25.9431    	  38.7956    	  7.31309    	  4.72903    	  5.10170    	  6.89310    	  6.30820    	  6.59093    	  2.72862    	 -2.45024    	 -999.000    	 -1.00965    	-0.571539    	 -3.83743    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  2.69757    	  8.19025    	  21.5724    	 0.794840    	 -999.000    	 -999.000    	  36.6901    	 -999.000    	 -999.000    
10.0	  49.7713    	  50.9791    	  17.8922    	  7.94863    	  13.7162    	  14.0725    	  11.1485    	  5.90074    	  2.07109    	-0.932057    	 -1.50179    	-0.353731    	-0.938135    	 -2.36939    	 -2.72736    	 0.612171    	 0.658838    	 -2.87505    	  3.58346    	  13.6874    	  21.2087    	  17.7110    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    
9.5	  54.4484    	  71.5690    	  59.7936    	  26.8287    	  33.0472    	  16.8805    	  8.54465    	 0.590581    	 0.203291    	 -1.38277    	-0.543469    	 8.759683E-02	 0.395722    	-0.347665    	  1.12714    	  2.83268    	  1.11538    	-0.462761    	  6.86469    	  19.8389    	  18.5978    	  18.2214    	  32.4402    	  34.9732    	  49.9466    	 -999.000    	 -999.000    
9.0	  110.731    	  88.8632    	  80.7485    	  56.0732    	  33.0640    	  16.1075    	 -1.85642    	 -2.51290    	-0.533532    	  1.12934    	 0.292345    	 0.402244    	-0.133877    	 0.170537    	 0.560829    	  2.48282    	  4.75438    	  5.55438    	  7.06265    	  11.0864    	  11.1654    	  18.9052    	  27.7005    	  39.7283    	  33.2267    	 -999.000    	 -999.000    
8.5	  111.568    	  130.021    	  77.8152    	  36.6482    	  12.0393    	 3.699952E-02	 -1.57349    	-0.166269    	 0.906975    	-0.474235    	-0.630006    	 -1.08457    	-0.281890    	-0.412216    	 0.539844    	  3.23509    	  6.28498    	  5.12965    	  6.27112    	  8.74806    	  8.37347    	  8.00050    	  10.9838    	  22.7189    	  21.7645    	 -6.42255    	 0.109589    
8.0	  63.4049    	  88.1609    	  57.7910    	  12.0439    	 -2.08947    	 -1.61166    	 -1.39181    	-0.736731    	 -1.17772    	-0.806054    	-0.863682    	-0.366520    	-0.152365    	-1.302857E-02	 0.473759    	  1.52295    	  3.29365    	  3.27575    	  2.79544    	  3.25802    	  11.8506    	  2.48552    	  11.9852    	 -4.30984    	 -7.47191    	  7.23900    	  12.8573    
7.5	  46.2608    	  55.1624    	  46.0842    	  11.8651    	  7.32532    	 5.493123E-02	 -1.61187    	 -1.17933    	-0.807974    	-5.761883E-02	-0.290046    	-0.570414    	 0.745840    	-0.136699    	 0.879286    	  1.34169    	  1.10026    	  1.36825    	  4.89430    	-0.542803    	 -3.60633    	  5.31767    	  12.1280    	  5.84813    	  8.88368    	  41.1111    	  30.5648    
7.0	  45.6202    	  50.3258    	  58.3916    	  13.7690    	  7.64581    	 0.668673    	-0.607026    	 -1.96654    	 -1.22748    	 6.303481E-03	 0.322340    	 0.853735    	 0.415951    	  2.99194    	-3.985010E-02	 -1.14224    	  1.59341    	  1.77529    	 0.662056    	  3.22987    	-0.544747    	 0.684888    	  16.3498    	  17.4562    	  38.2458    	  47.8853    	  42.5013    
6.5	  51.0086    	  27.2086    	  28.7451    	  3.07993    	  5.96013    	  9.85831    	  2.28142    	-0.167438    	 0.733642    	 0.476952    	  2.15581    	  3.15271    	  2.34152    	-0.800402    	 -1.29178    	 -1.41509    	  4.03419    	  3.83923    	-0.136870    	  4.73803    	  12.9928    	  14.9161    	  15.6515    	  33.7107    	  29.5739    	  37.1702    	  61.4067    
6.0	  38.8868    	  22.1829    	  37.8702    	  23.1967    	  17.2502    	  17.0462    	  12.3858    	  5.97854    	  2.07153    	  1.24973    	  5.00416    	  8.53818    	  6.60820    	  2.97338    	  1.26664    	-0.196601    	  3.45474    	-0.580751    	  5.44055    	  24.6790    	  28.0580    	  26.2701    	  25.1777    	  28.9510    	  23.5085    	  20.4692    	  56.6609    
5.5	  21.0605    	  44.9214    	  76.6271    	  50.2631    	  20.2674    	  23.8676    	  26.0005    	  21.4685    	  11.8047    	  7.67350    	  6.97226    	  8.01157    	  13.9062    	  17.0060    	  15.3989    	  8.71799    	  8.17136    	  1.91524    	  19.5521    	  26.1941    	  34.8413    	  50.7443    	  60.7312    	  46.4324    	  39.0074    	  22.7519    	  20.4347    
5.0	  27.2419    	  49.8495    	  60.7416    	  28.2935    	  15.8171    	  29.3265    	  42.5490    	  29.7121    	  35.0953    	  26.7433    	  15.0556    	  12.1003    	  28.3526    	  32.1258    	  27.0241    	  13.6307    	  20.7836    	  4.18028    	  32.5464    	  29.6365    	  51.9367    	  109.440    	  125.510    	  84.3396    	  40.3094    	  31.7112    	  24.4473    
4.5	  38.6008    	  56.6760    	  59.7878    	  25.8565    	  18.0939    	  25.6142    	  33.9755    	  22.8336    	  33.8473    	  29.8688    	  25.5963    	  18.6125    	  38.5587    	  60.3131    	  44.0518    	  31.9359    	  23.4804    	  18.8744    	  42.7845    	  62.9479    	  61.9959    	  71.9667    	  82.9059    	  80.7210    	  32.2104    	  23.4597    	  21.9120    
4.0	  44.8148    	  62.4845    	  63.6248    	  41.5043    	  28.8628    	  26.4559    	  20.1860    	  13.7987    	  17.7017    	  15.5676    	  24.1730    	  50.8853    	  80.1669    	  64.9073    	  54.4044    	  53.4189    	  60.0873    	  39.1690    	  60.4995    	  67.6452    	  48.1125    	  45.8902    	  76.9728    	  64.7881    	  40.0905    	  25.3167    	  28.0439    
3.5	  81.5752    	  77.9807    	  49.0850    	  23.7873    	  26.6557    	  24.9736    	  22.1359    	  19.4567    	  17.0386    	  17.5522    	  33.8942    	  39.0543    	  53.4816    	  51.0319    	  73.2809    	  85.4178    	  74.5890    	  43.1124    	  26.0871    	  35.0082    	  44.5567    	  62.2607    	  62.2532    	  56.8853    	  59.2710    	  32.1204    	  29.5063    
3.0	  89.0314    	  43.0392    	  23.4260    	  21.9423    	  27.9386    	  29.1596    	  10.2429    	  9.52288    	  20.3152    	  24.7966    	  55.6520    	  56.5591    	  51.9125    	  49.3266    	  101.695    	  120.112    	  76.1757    	  48.3955    	  30.7168    	  24.4727    	  44.3805    	  73.6691    	  85.1179    	  44.9173    	  33.0906    	  25.8987    	  44.3472    
2.5	  46.7080    	  36.3851    	  30.2776    	  37.8987    	  46.3844    	  38.1544    	  16.1809    	-0.972719    	  19.1428    	  54.7080    	  69.5091    	  81.0104    	  61.6373    	  66.3363    	  86.0579    	  110.141    	  74.0747    	  62.2241    	  48.6370    	  51.7644    	  86.2324    	  125.740    	  98.0963    	  57.9327    	  23.7944    	  34.0717    	  56.3979    
2.0	  28.7079    	  20.7737    	  27.0461    	  51.9772    	  45.9965    	  35.2947    	  14.0135    	  5.49251    	  35.2923    	  59.4752    	  69.9331    	  75.7581    	  80.8606    	  75.3841    	  63.0869    	  80.3243    	  52.9183    	  38.2632    	  50.8014    	  50.0780    	  90.6803    	  105.536    	  79.3464    	  38.8201    	  31.1983    	  40.6740    	  53.2269    
1.5	  48.4869    	  47.2601    	  51.5952    	  59.9123    	  45.4086    	  31.6121    	  14.0414    	  16.3998    	  39.2975    	  52.5278    	  68.1763    	  41.3654    	  83.6672    	  63.5733    	  51.8990    	  33.9550    	  18.8761    	  21.7271    	  33.9873    	  47.6803    	  70.2917    	  78.2109    	  86.8795    	  49.0956    	  57.0578    	  52.3607    	  52.0833    
1.0	  45.3309    	  40.7100    	  74.5475    	  44.9310    	  27.3542    	  23.5662    	  5.38270    	  9.09256    	  36.9379    	  55.6193    	  64.5886    	  48.8203    	  49.6730    	  36.6147    	  23.6153    	  15.4264    	  9.17156    	  20.9288    	  41.1668    	  52.7577    	  51.5407    	  64.5473    	  71.8829    	  50.0547    	  77.0137    	  72.6970    	  43.2220    
0.5	  55.3062    	  58.5557    	  52.6726    	  31.8225    	  19.3108    	  21.8336    	  2.77986    	  23.1812    	  26.7285    	  42.1779    	  56.2191    	  37.3324    	  10.3574    	  22.0675    	  17.1867    	  13.8963    	  7.99590    	  9.77226    	  5.95505    	  16.8548    	  28.8652    	  51.0938    	  58.6581    	  54.0029    	  64.4137    	  38.9317    	  45.2034    
0.0	  44.7078    	  61.9365    	  54.7995    	  48.4962    	  15.1978    	  22.1499    	  24.2123    	  42.8917    	  42.1572    	  38.8882    	  44.9600    	  23.7062    	  22.0910    	  7.40777    	  1.22940    	 -1.04097    	 -5.83933    	  3.80420    	  11.8754    	  6.78135    	  39.0465    	  50.9371    	  51.7998    	  59.0920    	  73.3753    	  73.4985    	  54.4500    
cpt:field=aprod, cpt:T=1702-01, cpt:nrow=27, cpt:ncol=27, cpt:row=Y, cpt:col=X, cpt:units=mm, cf:standard_name=lwe_precipitation_rate, cpt:missing=-999
	-73.0	-72.5	-72.0	-71.5	-71.0	-70.5	-70.0	-69.5	-69.0	-68.5	-68.0	-67.5	-67.0	-66.5	-66.0	-65.5	-65.0	-64.5	-64.0	-63.5	-63.0	-62.5	-62.0	-61.5	-61.0	-60.5	-60.0
13.0	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    
12.5	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -1.51152    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    
12.0	 -999.000    	 -999.000    	 7.712656E-02	 0.876313    	 -999.000    	 -999.000    	  1.71886    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    
